项目ID,项目名称,商户,下单开始,下单结束,订单数,总成本Paseli,总成本RMB,总收款RMB,利润RMB,发货预计,收货预计,状态,备注
P202509A,击中萌四期方活动,amnibus,2025-09-25,2025-11-24,20,1186075,51594.26,61041.10,9446.84,2026-01中旬,2026-02,部分收款,maimai已收齐(607277)/CHUNITHM已收齐(87780)/オンゲキ按0.052汇率部分收款(491018应收25532.94已收10000)
