日期,类型,分类,金额,币种,账户,商户,备注
2025-10-09,支出,家族卡,12332,JPY,三井事业卡,,家人消费（月底还款）
2025-10-09,支出,游戏,2174,RMB,支付宝,,购买Paseli 50000点
2025-10-10,支出,交通费,460,JPY,Suica,,
2025-10-10,支出,旅游,10990,JPY,Amex Gold,,租车
2025-10-10,支出,旅游,5000,JPY,三井事业卡,,ETC
2025-10-10,支出,便利店,332,JPY,Suica,,
2025-10-11,支出,交通费,1088,JPY,Suica,,
2025-10-11,支出,便利店,566,JPY,Suica,,
2025-10-11,支出,外食,1640,JPY,PayPay,,
2025-10-12,支出,外食,710,JPY,三井NL,,
2025-10-12,支出,转账,10000,JPY,ANA Pay,,ANA Pay充值Suica
2025-10-12,支出,转账,10000,JPY,Suica,,ANA Pay充值Suica
2025-10-12,支出,外食,990,JPY,现金,,
2025-10-12,支出,交通费,460,JPY,Suica,,
2025-10-12,支出,便利店,118,JPY,Suica,,
2025-10-12,支出,娱乐,2000,JPY,Saison Gold,,看电影
2025-10-12,支出,娱乐,890,JPY,乐天Pay,,看电影
2025-10-12,支出,外食,2000,JPY,PayPay,,
2025-10-13,支出,便利店,172,JPY,Suica,,
2025-10-13,支出,外食,1000,JPY,三井NL,,
2025-10-13,支出,投资,100000,JPY,三井NL,,SBI投信
2025-10-13,支出,便利店,174,JPY,三井NL,,
2025-10-14,支出,外食,1250,JPY,PayPay,,
2025-10-14,支出,外食,1100,JPY,Suica,,
2025-10-15,收入,事业收入,652229,JPY,三井银行,,
2025-10-15,支出,便利店,73,JPY,Suica,,
2025-10-15,支出,外食,1350,JPY,现金,,
2025-10-15,支出,便利店,626,JPY,乐天Pay,,
2025-10-15,支出,外食,650,JPY,乐天Pay,,
2025-10-16,支出,衣服,8000,JPY,三井事业卡,,
2025-10-16,支出,外食,700,JPY,乐天Pay,,
2025-10-16,支出,外食,610,JPY,Amex Gold,,
2025-10-16,支出,转账,50000,JPY,ANA Gold,,ANA卡充值JAL Pay
2025-10-16,支出,转账,50000,JPY,JAL Pay,,ANA卡充值JAL Pay
2025-10-17,支出,娱乐,1940,JPY,乐天Pay,,唱歌
2025-10-17,支出,外食,5993,JPY,PayPay,,
2025-10-17,支出,交通费,356,JPY,Suica,,
2025-10-17,支出,便利店,432,JPY,Suica,,
2025-10-17,支出,便利店,171,JPY,三井NL,,
2025-10-17,收入,娱乐,188,RMB,支付宝,,吃饭唱歌AA收款
2025-10-18,支出,外食,1860,JPY,乐天Pay,,
2025-10-18,支出,便利店,330,JPY,三井NL,,
2025-10-18,支出,便利店,116,JPY,三井NL,,
2025-10-18,支出,其他,270,JPY,乐天Pay,煤炉,邮寄
2025-10-18,收入,谷子,3500,JPY,现金,煤炉,卖出
2025-10-19,支出,交通费,1142,JPY,Suica,,571x2
2025-10-19,支出,外食,820,JPY,三井NL,,
2025-10-19,支出,便利店,480,JPY,三井NL,,
2025-10-19,支出,外食,4367,JPY,乐天Pay,烤肉,我1/4份
2025-10-19,支出,娱乐,1100,JPY,乐天Pay,KTV,我1/4份
2025-10-19,收入,AA报销,780,RMB,支付宝,,烤肉+KTV分摊
2025-10-20,支出,交通费,880,JPY,Suica,,
2025-10-20,支出,外食,1903,JPY,Suica,,
2025-10-20,支出,娱乐,3000,JPY,WAON,电影,
2025-10-20,支出,娱乐,3000,JPY,JAL Pay,,充值WAON
2025-10-20,收入,娱乐,3000,JPY,WAON,,充值收入
2025-10-20,收入,家族卡,27499,JPY,现金,,家族卡还款
2025-10-20,支出,娱乐,7678,JPY,Amex Gold,健身房,
2025-10-21,支出,外食,77,RMB,支付宝,,
2025-10-21,支出,便利店,109,JPY,乐天Pay,,
2025-10-21,支出,家族卡,1920,JPY,三井事业卡,,家人消费（月底还款）
2025-10-21,支出,家族卡,11966,JPY,三井事业卡,,家人消费（月底还款）
2025-10-21,支出,游戏,3094,RMB,支付宝,,购买Paseli 70000点
2025-10-22,支出,游戏,870,RMB,支付宝,,购买Paseli 20000点
2025-10-22,支出,转账,1000,JPY,三井事业卡,,充值AU Pay
2025-10-22,收入,转账,1000,JPY,AU Pay,,充值收入
2025-10-22,支出,游戏,880,JPY,AU Pay,,充值Paseli
2025-10-22,收入,游戏,880,JPY,Paseli,,充值收入
2025-10-22,支出,谷子,87780,JPY,Paseli,amnibus,代购成本
2025-10-22,收入,谷子,4476.76,RMB,支付宝,amnibus,代购收款
2025-10-22,支出,外食,1040,JPY,三井NL,,
2025-10-22,支出,娱乐,4638,JPY,ANA Gold,Live,
2025-10-23,支出,数码,34800,JPY,ANA Gold,AppleCare+,
2025-10-23,支出,外食,1300,JPY,PayPay,,
2025-10-23,支出,外食,574,JPY,Amex Gold,咖啡,
2025-10-23,支出,外食,1300,JPY,乐天Pay,,
2025-10-23,支出,交通费,460,JPY,Suica,,
2025-10-23,收入,娱乐,85,RMB,支付宝,麻将,
2025-10-24,支出,衣服,2000,JPY,现金,,
2025-10-24,支出,房租,117160,JPY,Epos Card,,
2025-10-24,收入,工资,820476,JPY,三井银行,,
2025-10-24,支出,交通费,356,JPY,Suica,,
2025-10-24,支出,外食,6281,JPY,PayPay,,3人份
2025-10-24,收入,外食,196,RMB,支付宝,,AA收入2人份
2025-10-25,支出,交通费,356,JPY,Suica,,
2025-10-25,支出,外食,3421,JPY,PayPay,,
2025-10-25,支出,外食,920,JPY,三井NL,,
2025-10-26,支出,外食,1222,JPY,Suica,,
2025-10-26,支出,交通费,460,JPY,Suica,,
2025-10-26,支出,外食,800,JPY,三井NL,,
2025-10-26,支出,外食,1000,JPY,现金,,
2025-10-27,支出,衣服,1500,JPY,煤炉,,
2025-10-27,支出,外食,1050,JPY,Suica,,
2025-10-27,支出,便利店,73,JPY,Suica,,
2025-10-28,支出,外食,769,JPY,三井NL,,
2025-10-28,支出,日用品,3500,JPY,ANA Card,理发,
2025-10-28,支出,家族卡,18186,JPY,三井事业卡,,家人消费（月底还款）
2025-10-28,支出,外食,1050,JPY,现金,,
2025-10-28,支出,交通费,230,JPY,Suica,,
2025-10-28,支出,交通费,146,JPY,Suica,,
2025-10-28,支出,交通费,178,JPY,Suica,,
2025-10-28,支出,便利店,315,JPY,乐天Pay,,
2025-10-28,收入,娱乐,2200,JPY,现金,麻将,
2025-10-28,支出,外食,78,RMB,支付宝,,
2025-10-28,支出,外食,73,RMB,支付宝,,
2025-10-29,支出,医疗,620,JPY,ANA Pay,看病,
2025-10-29,支出,医疗,1000,JPY,乐天Pay,药,
2025-10-29,支出,外食,780,JPY,乐天Pay,,
2025-10-29,支出,外食,3784,JPY,Amex Gold,Uber Eats,
2025-10-30,支出,外食,1250,JPY,PayPay,,
2025-10-30,支出,买菜,899,JPY,乐天Pay,,
2025-10-30,支出,转账,10000,JPY,ANA Pay,,充值Suica
2025-10-30,收入,转账,10000,JPY,Suica,,充值收入
2025-10-30,支出,转账,100000,JPY,乐天Master Card,,充值JAL Pay（リボ活动4000pt返点）
2025-10-30,收入,转账,100000,JPY,JAL Pay,,充值收入
2025-10-30,支出,转账,50000,JPY,JAL Pay,,充值WAON
2025-10-30,收入,转账,50000,JPY,WAON,,充值收入
2025-10-16,支出,光热费,10801,JPY,ANA Gold,,东京电力电费
2025-10-20,支出,订阅,3110,JPY,ANA Gold,,Claude订阅 20 USD
2025-10-25,支出,订阅,3481,JPY,ANA Gold,,ChatGPT订阅 22 USD
2025-10-31,支出,外食,870,JPY,三井NL,,
