日期,类型,分类,金额,币种,账户,商户,备注
2025-11-16,支出,外食,1080,JPY,乐天Pay,,
2025-11-16,支出,外食,1150,JPY,Suica,,
2025-11-16,支出,买菜,5764,JPY,Suica,,
2025-11-16,支出,麻将,8900,JPY,现金,,麻将
2025-11-17,支出,便利店,230,JPY,三井NL,,
2025-11-17,支出,娱乐,450,JPY,Suica,,
2025-11-17,支出,便利店,183,JPY,Suica,,
2025-11-17,支出,交通费,659,JPY,Suica,,
2025-11-17,支出,交通费,659,JPY,Suica,,
2025-11-17,支出,交通费,146,JPY,Suica,,
2025-11-17,支出,外食,600,JPY,现金,,
2025-11-17,收入,麻将,7300,JPY,现金,,麻将
2025-11-17,支出,服饰,7180,JPY,Amex Gold,,
2025-11-17,支出,光热费,11344,JPY,ANA Gold,,东京电力电费
2025-11-18,支出,转账,2997,JPY,ANA Master,,充值AU Pay
2025-11-18,收入,转账,2997,JPY,AU Pay,,充值收入
2025-11-18,支出,麻将,12300,JPY,现金,,麻将
2025-11-18,支出,外食,800,JPY,三井NL,,
2025-11-18,支出,便利店,322,JPY,三井NL,,
2025-11-18,支出,谷子,8360,JPY,Paseli,amnibus,个人购买-オンゲキ周边
2025-11-19,支出,交通费,606,JPY,Suica,,
2025-11-19,支出,麻将,6350,JPY,现金,,麻将
2025-11-19,支出,外食,5689,JPY,PayPay,,
2025-11-19,收入,外食,135,RMB,支付宝,,AA收入
2025-11-20,支出,订阅,3232,JPY,ANA Gold,,Claude订阅
2025-11-20,支出,娱乐,7678,JPY,Amex Gold,健身房,
2025-11-21,支出,交通费,318,JPY,Suica,,
2025-11-21,支出,交通费,178,JPY,Suica,,
2025-11-21,支出,交通费,220,JPY,Suica,,
2025-11-21,支出,交通费,230,JPY,Suica,,
2025-11-21,支出,交通费,146,JPY,Suica,,
2025-11-21,支出,便利店,140,JPY,Suica,,
2025-11-21,支出,外食,142,RMB,支付宝,,
2025-11-21,支出,便利店,490,JPY,三井NL,,
2025-11-21,支出,便利店,181,JPY,三井NL,,
2025-11-21,支出,外食,1000,JPY,三井NL,,
2025-11-21,支出,鞋子,10098,JPY,Amex Gold,,
2025-11-21,支出,谷子,249.75,RMB,支付宝,,
2025-11-21,收入,麻将,11900,JPY,现金,,麻将
2025-11-22,支出,交通费,230,JPY,Suica,,
2025-11-22,支出,交通费,314,JPY,Suica,,
2025-11-22,支出,交通费,314,JPY,Suica,,
2025-11-22,支出,交通费,230,JPY,Suica,,
2025-11-22,支出,外食,97,RMB,支付宝,,
2025-11-22,支出,外食,500,JPY,三井NL,,
2025-11-23,支出,外食,880,JPY,三井NL,,
2025-11-23,支出,化妆品,3756,JPY,乐天Pay,,
2025-11-23,支出,外食,233,RMB,支付宝,,
2025-11-23,支出,交通费,460,JPY,Suica,,
2025-11-23,支出,娱乐,65,RMB,支付宝,,
2025-11-23,支出,便利店,595,JPY,三井NL,,
2025-11-23,支出,便利店,135,JPY,三井NL,,
2025-11-24,支出,便利店,1022,JPY,三井NL,,
2025-11-24,支出,化妆品,4522,JPY,Amazon Mastercard,,
2025-11-24,支出,房租,117160,JPY,Epos Card,,
2025-11-25,支出,外食,71,RMB,支付宝,,
2025-11-25,支出,外食,390,JPY,三井NL,咖啡厅,
2025-11-25,收入,工资,797856,JPY,三井银行,,
2025-11-26,支出,便利店,140,JPY,Suica,,
2025-11-26,支出,交通费,356,JPY,Suica,,
2025-11-26,支出,外食,1980,JPY,乐天Pay,,
2025-11-26,支出,外食,1800,JPY,乐天Pay,,
2025-11-26,支出,便利店,172,JPY,三井NL,,
2025-11-26,收入,麻将,16400,JPY,现金,,
2025-11-26,支出,医疗,920,JPY,现金,,
2025-11-27,支出,外食,1300,JPY,现金,,
2025-11-27,支出,日用品,2646,JPY,乐天Pay,,
2025-11-27,支出,外食,579,JPY,Amex Gold,咖啡店,
2025-11-27,支出,外食,1100,JPY,Suica,,
2025-11-27,收入,麻将,900,JPY,现金,,
2025-11-28,支出,外食,2400,JPY,PayPay,外卖,
2025-11-28,支出,麻将,13500,JPY,现金,,
2025-11-29,支出,买菜,1520,JPY,乐天Pay,,
2025-11-29,支出,日用品,110,JPY,乐天Pay,,
2025-11-29,支出,买菜,1574,JPY,乐天Pay,,
2025-11-29,支出,外食,1200,JPY,三井NL,,
2025-11-29,收入,麻将,12300,JPY,现金,,
2025-11-30,支出,外食,1618,JPY,乐天Pay,,原3970-朋友A分摊112RMB
2025-11-30,支出,外食,490,JPY,乐天Pay,,
2025-11-30,支出,交通费,460,JPY,Suica,,
2025-11-30,收入,麻将,8400,JPY,现金,,
